timestamp,model_name,model_size_gb,params_b,backend,threads,test_type,prompt_size,tokens_per_second,std_dev,quantization,hardware_slug,hardware_make,hardware_model,hardware_cpu,hardware_mem_gb,hardware_gpu,environment_os,model_path
2025-11-17T18:40:26.101623,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,512,48.75,0.04,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:41:26.990258,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,1024,48.76,0.03,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:42:28.856727,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,1024,48.78,0.05,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:43:30.663794,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,1024,48.85,0.03,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:44:32.413448,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,1024,48.9,0.05,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:45:34.205201,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,1024,48.86,0.09,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:46:44.060894,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,2048,48.79,0.1,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:47:54.876709,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,2048,48.82,0.06,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:49:05.620000,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,2048,48.86,0.04,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:50:16.432059,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,2048,48.82,0.09,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:51:27.184215,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,2048,48.84,0.06,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:52:59.799210,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,4096,48.98,0.09,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:54:33.463456,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,4096,48.93,0.2,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:56:07.074961,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,4096,48.93,0.08,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:57:40.870883,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,4096,48.8,0.13,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T18:59:14.679326,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,4096,48.82,0.15,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T19:01:55.294473,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,8192,49.13,0.08,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T19:04:36.123747,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,8192,49.01,0.07,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T19:07:17.050630,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,8192,48.92,0.1,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T19:09:57.990567,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,8192,48.95,0.11,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T19:12:38.820608,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,8192,49.03,0.11,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T19:19:23.701286,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,16384,49.21,0.1,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T19:26:06.815253,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,16384,49.04,0.15,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T19:32:50.163606,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,16384,49.11,0.13,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T19:39:33.089086,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,16384,49.09,0.12,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T19:46:16.203433,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,tg512,16384,48.8,0.4,Q4_K_M,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
