timestamp,model_name,model_size_gb,params_b,backend,threads,test_type,prompt_size,tokens_per_second,std_dev,quantization,hardware_slug,hardware_make,hardware_model,hardware_cpu,hardware_mem_gb,hardware_gpu,environment_os,model_path
2025-11-17T20:40:40.137151,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp512,512,1358.76,5.38,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:41:15.039232,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp512,512,1365.74,13.23,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:41:50.116328,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp512,512,1361.49,11.66,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:42:25.025426,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp512,512,1361.72,11.64,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:42:59.829814,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp512,512,1366.44,7.73,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:43:35.872670,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp1024,1024,1339.36,8.58,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:44:13.200598,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp1024,1024,1343.24,6.91,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:44:49.491793,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp1024,1024,1340.1,9.05,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:45:25.985253,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp1024,1024,1342.35,6.43,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:46:02.324057,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp1024,1024,1344.38,5.02,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:46:42.912948,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp2048,2048,1243.92,45.83,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:47:24.431726,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp2048,2048,1254.88,30.8,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:48:05.987977,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp2048,2048,1254.9,30.28,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:48:47.384330,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp2048,2048,1253.91,30.98,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:49:29.041763,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp2048,2048,1242.81,46.03,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:50:22.868260,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp4096,4096,1059.01,38.29,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:51:17.403079,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp4096,4096,1077.57,45.85,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:52:12.140506,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp4096,4096,1059.35,38.64,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:53:06.998668,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp4096,4096,1057.12,39.41,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:54:01.633597,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp4096,4096,1057.94,38.75,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:55:29.908257,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp8192,8192,848.76,10.37,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:56:59.016942,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp8192,8192,852.25,16.35,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:58:27.997258,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp8192,8192,853.0,22.36,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T20:59:56.886966,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp8192,8192,853.67,15.59,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T21:01:25.844135,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp8192,8192,852.43,20.57,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T21:04:44.847491,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp16384,16384,582.09,3.36,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T21:08:04.624439,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp16384,16384,582.72,1.04,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T21:11:24.506977,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp16384,16384,582.2,0.75,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T21:14:45.392738,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp16384,16384,581.72,2.76,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T21:18:05.864772,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp16384,16384,583.6,2.84,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T21:27:48.549033,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp32768,32768,355.81,0.23,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T21:37:37.908630,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp32768,32768,352.35,5.11,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T21:47:20.455304,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp32768,32768,356.62,0.36,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T21:57:03.731373,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp32768,32768,356.18,0.39,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
2025-11-17T22:06:46.969785,Qwen3-Coder-30B-A3B-Instruct-Q4_K_M,17.35,30.53,"Metal,BLAS",12,pp32768,32768,356.14,0.19,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-GGUF/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M.gguf
